0,0,2,0
0,1,1,0
0,2,1,2
0,3,2,2
0,4,3,1
0,5,2,2
0,6,3,7
0,7,4,5
0,8,7,3
0,9,8,1
0,10,3,4
0,11,6,8
0,12,15,15
0,13,11,19
0,14,9,14
0,15,15,13
0,16,6,9
0,17,6,14
0,18,6,12
0,19,6,13
0,20,10,3
0,21,8,4
0,22,5,7
0,23,2,6
1,0,2,1
1,1,3,1
1,2,3,1
1,3,1,0
1,4,1,0
1,5,2,1
1,6,8,7
1,7,8,9
1,8,8,3
1,9,8,1
1,10,6,6
1,11,5,8
1,12,9,16
1,13,10,10
1,14,5,12
1,15,6,8
1,16,6,20
1,17,13,19
1,18,3,11
1,19,9,4
1,20,3,14
1,21,6,10
1,22,6,11
1,23,7,14
2,0,1,1
2,1,1,1
2,2,2,1
2,3,1,2
2,4,1,2
2,5,3,1
2,6,4,6
2,7,4,1
2,8,5,4
2,9,5,8
2,10,4,1
2,11,4,8
2,12,10,20
2,13,6,9
2,14,11,15
2,15,5,20
2,16,5,19
2,17,14,9
2,18,10,8
2,19,5,4
2,20,3,12
2,21,8,4
2,22,6,3
2,23,5,13
3,0,1,1
3,1,3,2
3,2,3,0
3,3,3,2
3,4,2,0
3,5,2,2
3,6,7,10
3,7,5,3
3,8,5,5
3,9,3,2
3,10,8,8
3,11,7,10
3,12,12,8
3,13,13,10
3,14,6,10
3,15,8,17
3,16,9,16
3,17,6,18
3,18,4,14
3,19,3,5
3,20,7,3
3,21,7,2
3,22,10,6
3,23,4,6
4,0,3,2
4,1,1,1
4,2,3,1
4,3,1,1
4,4,3,2
4,5,3,0
4,6,8,8
4,7,3,9
4,8,4,1
4,9,7,10
4,10,7,10
4,11,8,10
4,12,10,19
4,13,14,19
4,14,7,18
4,15,10,18
4,16,13,19
4,17,9,12
4,18,2,9
4,19,9,9
4,20,10,9
4,21,5,7
4,22,5,10
4,23,5,4
5,0,1,2
5,1,1,2
5,2,2,2
5,3,3,0
5,4,2,0
5,5,1,2
5,6,8,1
5,7,7,1
5,8,7,5
5,9,7,4
5,10,3,2
5,11,5,9
5,12,8,8
5,13,5,14
5,14,13,10
5,15,10,16
5,16,6,20
5,17,8,16
5,18,4,9
5,19,2,7
5,20,7,9
5,21,2,12
5,22,3,5
5,23,7,13
6,0,1,1
6,1,2,2
6,2,1,2
6,3,3,2
6,4,3,1
6,5,1,2
6,6,4,5
6,7,4,10
6,8,4,3
6,9,4,9
6,10,8,7
6,11,7,2
6,12,10,19
6,13,11,15
6,14,6,16
6,15,5,13
6,16,10,16
6,17,7,13
6,18,6,15
6,19,7,5
6,20,8,14
6,21,9,15
6,22,3,9
6,23,10,3
