0,0,1,2
0,1,2,0
0,2,1,0
0,3,1,1
0,4,1,2
0,5,2,0
0,6,4,2
0,7,8,8
0,8,5,3
0,9,5,9
0,10,6,10
0,11,5,3
0,12,12,15
0,13,14,13
0,14,8,8
0,15,11,20
0,16,15,12
0,17,12,9
0,18,5,3
0,19,10,8
0,20,4,4
0,21,9,6
0,22,3,6
0,23,3,12
1,0,3,1
1,1,2,0
1,2,3,2
1,3,2,0
1,4,1,2
1,5,2,2
1,6,6,9
1,7,5,2
1,8,5,3
1,9,7,2
1,10,7,9
1,11,6,4
1,12,7,19
1,13,14,13
1,14,8,18
1,15,11,18
1,16,8,11
1,17,8,14
1,18,3,2
1,19,2,4
1,20,8,14
1,21,2,12
1,22,9,7
1,23,3,6
2,0,2,1
2,1,2,2
2,2,1,1
2,3,2,0
2,4,1,0
2,5,3,1
2,6,6,3
2,7,5,10
2,8,4,3
2,9,8,4
2,10,4,5
2,11,5,4
2,12,11,19
2,13,6,13
2,14,15,13
2,15,11,11
2,16,6,20
2,17,13,8
2,18,3,4
2,19,3,8
2,20,10,12
2,21,4,10
2,22,2,7
2,23,6,7
3,0,3,0
3,1,3,1
3,2,3,0
3,3,3,1
3,4,1,2
3,5,2,2
3,6,6,4
3,7,5,2
3,8,7,2
3,9,6,3
3,10,8,9
3,11,4,3
3,12,13,16
3,13,11,20
3,14,8,17
3,15,6,20
3,16,7,16
3,17,10,9
3,18,9,14
3,19,8,4
3,20,5,3
3,21,3,13
3,22,3,8
3,23,5,7
4,0,1,2
4,1,3,0
4,2,3,2
4,3,3,0
4,4,1,2
4,5,2,0
4,6,8,8
4,7,3,8
4,8,8,3
4,9,4,8
4,10,8,6
4,11,3,8
4,12,6,9
4,13,13,15
4,14,9,17
4,15,13,20
4,16,8,20
4,17,6,11
4,18,6,5
4,19,10,11
4,20,3,8
4,21,6,11
4,22,9,6
4,23,6,12
5,0,2,0
5,1,1,0
5,2,1,0
5,3,2,2
5,4,3,1
5,5,3,0
5,6,3,3
5,7,7,7
5,8,6,2
5,9,3,9
5,10,4,6
5,11,3,7
5,12,15,18
5,13,8,16
5,14,10,19
5,15,9,19
5,16,6,14
5,17,12,20
5,18,2,3
5,19,7,12
5,20,5,14
5,21,8,3
5,22,10,12
5,23,10,2
6,0,3,2
6,1,2,2
6,2,2,1
6,3,3,2
6,4,1,2
6,5,3,1
6,6,3,10
6,7,6,5
6,8,6,1
6,9,6,10
6,10,4,9
6,11,8,4
6,12,8,20
6,13,14,18
6,14,11,8
6,15,9,13
6,16,10,9
6,17,7,13
6,18,5,15
6,19,7,7
6,20,8,6
6,21,4,15
6,22,9,10
6,23,4,13
