0,0,1,2
0,1,2,2
0,2,3,2
0,3,2,2
0,4,2,2
0,5,1,0
0,6,6,10
0,7,6,1
0,8,5,7
0,9,8,4
0,10,3,5
0,11,4,5
0,12,14,14
0,13,6,16
0,14,13,17
0,15,12,16
0,16,13,17
0,17,15,10
0,18,8,5
0,19,7,8
0,20,10,14
0,21,8,9
0,22,6,10
0,23,10,11
1,0,3,1
1,1,2,1
1,2,2,1
1,3,3,1
1,4,1,2
1,5,1,1
1,6,6,2
1,7,3,8
1,8,6,2
1,9,5,7
1,10,5,4
1,11,3,10
1,12,7,19
1,13,15,14
1,14,9,17
1,15,13,15
1,16,14,11
1,17,5,13
1,18,3,4
1,19,9,11
1,20,7,13
1,21,5,5
1,22,4,11
1,23,3,14
2,0,3,2
2,1,2,1
2,2,3,1
2,3,1,0
2,4,1,0
2,5,1,0
2,6,8,5
2,7,7,3
2,8,8,10
2,9,8,9
2,10,5,9
2,11,3,7
2,12,6,17
2,13,8,13
2,14,9,11
2,15,8,12
2,16,7,10
2,17,11,10
2,18,10,7
2,19,6,5
2,20,2,8
2,21,7,3
2,22,2,7
2,23,4,4
3,0,2,0
3,1,2,1
3,2,3,0
3,3,3,0
3,4,2,2
3,5,1,0
3,6,6,8
3,7,7,10
3,8,3,3
3,9,5,10
3,10,8,9
3,11,5,1
3,12,6,19
3,13,9,20
3,14,7,14
3,15,10,10
3,16,8,16
3,17,15,8
3,18,4,15
3,19,5,9
3,20,5,8
3,21,7,14
3,22,2,6
3,23,6,12
4,0,3,0
4,1,3,0
4,2,3,2
4,3,1,2
4,4,3,0
4,5,3,0
4,6,3,2
4,7,4,10
4,8,8,10
4,9,8,6
4,10,7,9
4,11,8,5
4,12,9,12
4,13,7,17
4,14,13,14
4,15,13,14
4,16,9,19
4,17,9,10
4,18,4,8
4,19,8,7
4,20,7,6
4,21,3,6
4,22,8,5
4,23,2,13
5,0,3,2
5,1,2,0
5,2,1,0
5,3,3,1
5,4,3,1
5,5,3,1
5,6,7,7
5,7,6,7
5,8,4,9
5,9,4,10
5,10,4,9
5,11,6,1
5,12,15,10
5,13,9,17
5,14,5,10
5,15,10,16
5,16,12,16
5,17,9,19
5,18,6,13
5,19,10,8
5,20,9,9
5,21,7,2
5,22,8,13
5,23,8,5
6,0,1,1
6,1,2,2
6,2,3,2
6,3,3,2
6,4,3,0
6,5,2,1
6,6,8,6
6,7,8,10
6,8,3,3
6,9,4,4
6,10,8,1
6,11,4,8
6,12,15,10
6,13,12,19
6,14,13,10
6,15,12,17
6,16,10,9
6,17,11,19
6,18,3,15
6,19,7,11
6,20,10,5
6,21,10,11
6,22,7,9
6,23,5,4
