0,0,2,0
0,1,3,0
0,2,2,2
0,3,1,1
0,4,2,0
0,5,1,1
0,6,4,2
0,7,5,4
0,8,8,2
0,9,4,10
0,10,7,1
0,11,4,8
0,12,13,20
0,13,9,10
0,14,12,15
0,15,11,13
0,16,13,14
0,17,5,14
0,18,4,14
0,19,2,14
0,20,5,5
0,21,6,9
0,22,2,3
0,23,4,2
1,0,3,2
1,1,2,0
1,2,3,0
1,3,3,1
1,4,3,1
1,5,2,1
1,6,3,3
1,7,4,8
1,8,3,6
1,9,6,10
1,10,6,7
1,11,5,10
1,12,8,18
1,13,14,13
1,14,13,8
1,15,12,20
1,16,15,16
1,17,13,15
1,18,6,8
1,19,9,10
1,20,9,10
1,21,6,14
1,22,9,2
1,23,5,7
2,0,1,1
2,1,1,2
2,2,1,0
2,3,1,2
2,4,2,2
2,5,2,0
2,6,4,1
2,7,4,9
2,8,6,9
2,9,3,8
2,10,3,8
2,11,4,6
2,12,5,20
2,13,9,17
2,14,10,8
2,15,15,16
2,16,15,10
2,17,6,17
2,18,8,7
2,19,10,6
2,20,5,13
2,21,6,7
2,22,9,7
2,23,4,8
3,0,1,2
3,1,2,0
3,2,3,1
3,3,2,2
3,4,2,1
3,5,2,2
3,6,5,3
3,7,3,2
3,8,6,1
3,9,3,3
3,10,8,10
3,11,6,1
3,12,5,14
3,13,8,11
3,14,15,15
3,15,15,17
3,16,14,17
3,17,12,19
3,18,2,8
3,19,2,6
3,20,10,3
3,21,2,8
3,22,6,5
3,23,4,11
4,0,2,1
4,1,3,2
4,2,1,2
4,3,2,0
4,4,3,0
4,5,2,2
4,6,3,9
4,7,3,10
4,8,4,6
4,9,5,1
4,10,3,5
4,11,6,3
4,12,14,11
4,13,6,17
4,14,12,17
4,15,6,15
4,16,6,20
4,17,7,10
4,18,8,3
4,19,7,7
4,20,4,5
4,21,5,2
4,22,4,5
4,23,6,10
5,0,3,2
5,1,2,2
5,2,2,2
5,3,2,1
5,4,2,1
5,5,3,1
5,6,3,6
5,7,4,2
5,8,3,2
5,9,4,8
5,10,5,10
5,11,3,2
5,12,10,13
5,13,14,9
5,14,7,18
5,15,10,11
5,16,6,18
5,17,6,17
5,18,9,6
5,19,5,5
5,20,3,9
5,21,2,14
5,22,10,14
5,23,6,4
6,0,2,1
6,1,3,2
6,2,1,1
6,3,1,1
6,4,1,1
6,5,1,1
6,6,6,10
6,7,7,7
6,8,3,6
6,9,3,6
6,10,4,2
6,11,8,10
6,12,15,20
6,13,15,20
6,14,9,19
6,15,15,15
6,16,6,9
6,17,14,14
6,18,8,2
6,19,7,2
6,20,3,5
6,21,3,13
6,22,10,2
6,23,2,9
