0,0,1,1
0,1,2,2
0,2,3,1
0,3,2,0
0,4,2,2
0,5,2,2
0,6,3,6
0,7,7,3
0,8,8,8
0,9,6,2
0,10,6,8
0,11,8,9
0,12,12,14
0,13,9,11
0,14,11,15
0,15,11,8
0,16,5,20
0,17,13,15
0,18,10,11
0,19,9,11
0,20,5,6
0,21,2,4
0,22,6,9
0,23,5,7
1,0,2,1
1,1,3,2
1,2,1,0
1,3,1,2
1,4,1,1
1,5,1,1
1,6,6,10
1,7,6,2
1,8,3,3
1,9,6,10
1,10,5,6
1,11,4,6
1,12,15,9
1,13,14,9
1,14,7,16
1,15,12,17
1,16,14,14
1,17,10,16
1,18,9,2
1,19,4,14
1,20,2,10
1,21,3,10
1,22,3,15
1,23,8,6
2,0,2,1
2,1,3,0
2,2,3,2
2,3,2,2
2,4,1,1
2,5,3,1
2,6,5,5
2,7,5,2
2,8,3,7
2,9,4,5
2,10,6,9
2,11,7,6
2,12,6,19
2,13,6,11
2,14,9,16
2,15,12,8
2,16,12,8
2,17,8,16
2,18,2,8
2,19,4,7
2,20,5,4
2,21,5,10
2,22,7,14
2,23,9,3
3,0,2,1
3,1,3,2
3,2,1,0
3,3,3,1
3,4,1,0
3,5,2,0
3,6,5,3
3,7,8,8
3,8,8,3
3,9,7,1
3,10,7,3
3,11,4,1
3,12,11,12
3,13,7,15
3,14,11,12
3,15,5,11
3,16,15,13
3,17,6,12
3,18,9,3
3,19,3,10
3,20,3,3
3,21,8,3
3,22,10,12
3,23,9,10
4,0,2,1
4,1,1,1
4,2,1,1
4,3,2,2
4,4,3,0
4,5,1,0
4,6,5,7
4,7,6,5
4,8,7,4
4,9,7,7
4,10,7,7
4,11,8,5
4,12,5,20
4,13,5,9
4,14,9,14
4,15,11,15
4,16,15,14
4,17,12,13
4,18,10,13
4,19,5,15
4,20,2,8
4,21,3,12
4,22,6,12
4,23,5,2
5,0,3,1
5,1,2,1
5,2,2,2
5,3,2,2
5,4,1,0
5,5,2,0
5,6,3,1
5,7,5,9
5,8,4,5
5,9,7,3
5,10,8,1
5,11,3,3
5,12,15,8
5,13,7,19
5,14,11,18
5,15,15,8
5,16,6,12
5,17,8,15
5,18,8,6
5,19,9,6
5,20,10,13
5,21,5,12
5,22,4,5
5,23,4,14
6,0,2,1
6,1,3,1
6,2,3,0
6,3,2,1
6,4,2,2
6,5,3,1
6,6,4,2
6,7,7,1
6,8,5,1
6,9,5,4
6,10,3,7
6,11,7,8
6,12,15,17
6,13,13,10
6,14,15,16
6,15,12,20
6,16,6,17
6,17,13,19
6,18,2,9
6,19,3,7
6,20,4,7
6,21,9,11
6,22,10,10
6,23,8,10
