0,0,1,2
0,1,2,0
0,2,1,0
0,3,1,2
0,4,2,1
0,5,3,1
0,6,8,5
0,7,3,5
0,8,4,5
0,9,6,9
0,10,4,9
0,11,3,9
0,12,6,14
0,13,12,13
0,14,7,18
0,15,5,16
0,16,9,12
0,17,14,13
0,18,2,12
0,19,10,12
0,20,3,11
0,21,6,7
0,22,2,7
0,23,7,12
1,0,2,2
1,1,2,2
1,2,1,2
1,3,1,1
1,4,3,2
1,5,1,1
1,6,7,4
1,7,4,7
1,8,5,6
1,9,3,2
1,10,7,8
1,11,6,3
1,12,7,18
1,13,11,19
1,14,5,14
1,15,8,13
1,16,10,19
1,17,14,11
1,18,2,11
1,19,8,4
1,20,7,3
1,21,3,3
1,22,9,6
1,23,5,15
2,0,1,0
2,1,2,1
2,2,3,1
2,3,1,2
2,4,1,0
2,5,2,1
2,6,5,6
2,7,4,9
2,8,7,5
2,9,5,3
2,10,4,9
2,11,5,1
2,12,13,12
2,13,5,11
2,14,9,19
2,15,13,15
2,16,14,9
2,17,6,11
2,18,6,4
2,19,5,14
2,20,10,8
2,21,5,8
2,22,4,6
2,23,6,8
3,0,3,2
3,1,3,2
3,2,3,1
3,3,2,2
3,4,1,1
3,5,2,2
3,6,8,1
3,7,8,4
3,8,4,8
3,9,3,3
3,10,4,4
3,11,7,4
3,12,8,17
3,13,11,11
3,14,13,13
3,15,6,9
3,16,15,20
3,17,12,12
3,18,10,9
3,19,9,7
3,20,3,12
3,21,7,15
3,22,6,15
3,23,10,15
4,0,3,0
4,1,3,2
4,2,1,0
4,3,3,2
4,4,3,1
4,5,1,1
4,6,8,10
4,7,3,7
4,8,7,2
4,9,4,7
4,10,4,4
4,11,7,1
4,12,8,20
4,13,15,20
4,14,10,14
4,15,8,14
4,16,8,10
4,17,10,9
4,18,9,14
4,19,8,2
4,20,4,8
4,21,3,8
4,22,9,14
4,23,2,3
5,0,2,0
5,1,3,2
5,2,3,0
5,3,3,1
5,4,2,2
5,5,3,0
5,6,3,4
5,7,7,4
5,8,6,4
5,9,5,4
5,10,7,9
5,11,5,9
5,12,14,20
5,13,6,9
5,14,14,14
5,15,9,8
5,16,7,10
5,17,9,8
5,18,3,5
5,19,4,10
5,20,3,8
5,21,8,6
5,22,8,14
5,23,10,12
6,0,2,2
6,1,1,1
6,2,1,1
6,3,3,0
6,4,2,2
6,5,1,1
6,6,6,5
6,7,7,10
6,8,6,2
6,9,3,5
6,10,7,4
6,11,7,1
6,12,11,14
6,13,12,20
6,14,9,16
6,15,11,10
6,16,5,13
6,17,5,8
6,18,4,3
6,19,6,10
6,20,6,3
6,21,9,8
6,22,7,5
6,23,3,3
