0,0,1,0
0,1,3,1
0,2,3,1
0,3,3,0
0,4,1,2
0,5,2,1
0,6,4,1
0,7,8,4
0,8,8,9
0,9,8,6
0,10,8,9
0,11,7,4
0,12,8,17
0,13,7,16
0,14,15,18
0,15,5,13
0,16,15,8
0,17,11,18
0,18,9,12
0,19,5,3
0,20,8,5
0,21,4,13
0,22,9,4
0,23,10,11
1,0,1,2
1,1,2,0
1,2,2,0
1,3,1,2
1,4,2,2
1,5,3,2
1,6,4,8
1,7,3,3
1,8,3,5
1,9,5,9
1,10,6,3
1,11,6,1
1,12,5,14
1,13,7,11
1,14,6,13
1,15,13,12
1,16,14,17
1,17,7,17
1,18,4,2
1,19,2,15
1,20,9,2
1,21,9,13
1,22,2,12
1,23,9,2
2,0,2,0
2,1,1,1
2,2,1,2
2,3,1,2
2,4,2,0
2,5,1,1
2,6,5,6
2,7,4,7
2,8,6,2
2,9,6,6
2,10,6,10
2,11,6,3
2,12,5,10
2,13,11,8
2,14,9,15
2,15,14,17
2,16,7,19
2,17,6,8
2,18,7,5
2,19,3,15
2,20,3,6
2,21,6,13
2,22,3,13
2,23,8,6
3,0,1,1
3,1,3,0
3,2,1,2
3,3,3,0
3,4,3,0
3,5,1,1
3,6,8,6
3,7,3,10
3,8,5,4
3,9,3,2
3,10,6,8
3,11,6,4
3,12,10,12
3,13,9,18
3,14,5,10
3,15,13,10
3,16,13,20
3,17,15,8
3,18,7,11
3,19,6,12
3,20,7,11
3,21,7,7
3,22,5,5
3,23,7,10
4,0,1,0
4,1,2,0
4,2,3,0
4,3,2,2
4,4,2,0
4,5,2,0
4,6,8,5
4,7,8,5
4,8,4,1
4,9,7,3
4,10,5,2
4,11,6,3
4,12,7,8
4,13,7,14
4,14,8,18
4,15,7,10
4,16,12,10
4,17,11,16
4,18,4,5
4,19,8,12
4,20,3,2
4,21,8,15
4,22,7,2
4,23,10,11
5,0,2,2
5,1,1,1
5,2,3,0
5,3,3,0
5,4,3,2
5,5,2,1
5,6,4,5
5,7,7,6
5,8,4,5
5,9,6,4
5,10,6,1
5,11,8,5
5,12,12,13
5,13,12,14
5,14,10,13
5,15,5,10
5,16,12,9
5,17,14,8
5,18,3,12
5,19,6,14
5,20,6,12
5,21,4,4
5,22,5,7
5,23,6,4
6,0,2,2
6,1,2,1
6,2,1,1
6,3,3,2
6,4,3,2
6,5,2,0
6,6,8,1
6,7,4,2
6,8,8,4
6,9,8,6
6,10,8,4
6,11,8,7
6,12,12,9
6,13,13,19
6,14,7,13
6,15,11,20
6,16,15,15
6,17,14,12
6,18,7,14
6,19,6,2
6,20,7,10
6,21,7,10
6,22,5,15
6,23,7,2
