0,0,2,2
0,1,3,2
0,2,3,2
0,3,3,0
0,4,1,0
0,5,2,1
0,6,4,6
0,7,8,1
0,8,7,5
0,9,6,10
0,10,6,6
0,11,3,6
0,12,9,14
0,13,9,8
0,14,13,12
0,15,10,18
0,16,11,16
0,17,9,8
0,18,10,14
0,19,2,15
0,20,3,7
0,21,9,5
0,22,7,7
0,23,5,6
1,0,1,0
1,1,2,1
1,2,3,1
1,3,1,2
1,4,1,1
1,5,3,2
1,6,5,5
1,7,7,4
1,8,7,5
1,9,4,3
1,10,3,3
1,11,4,7
1,12,5,18
1,13,8,11
1,14,7,15
1,15,8,11
1,16,6,8
1,17,15,15
1,18,10,11
1,19,4,14
1,20,6,6
1,21,4,14
1,22,6,2
1,23,4,3
2,0,1,0
2,1,2,1
2,2,2,1
2,3,2,2
2,4,1,1
2,5,1,0
2,6,3,10
2,7,5,1
2,8,7,2
2,9,6,3
2,10,6,7
2,11,8,9
2,12,12,20
2,13,13,8
2,14,12,17
2,15,10,20
2,16,15,18
2,17,12,17
2,18,7,8
2,19,9,2
2,20,9,7
2,21,3,13
2,22,9,14
2,23,4,4
3,0,3,2
3,1,2,0
3,2,1,1
3,3,2,2
3,4,3,0
3,5,3,0
3,6,5,8
3,7,4,2
3,8,3,1
3,9,4,1
3,10,8,6
3,11,4,10
3,12,5,19
3,13,7,13
3,14,8,17
3,15,8,10
3,16,10,17
3,17,8,9
3,18,3,3
3,19,5,10
3,20,8,3
3,21,4,8
3,22,4,2
3,23,4,13
4,0,2,0
4,1,1,2
4,2,2,0
4,3,2,0
4,4,2,2
4,5,2,0
4,6,3,3
4,7,6,10
4,8,8,8
4,9,7,7
4,10,3,5
4,11,8,6
4,12,10,13
4,13,14,8
4,14,7,13
4,15,14,13
4,16,13,11
4,17,12,13
4,18,7,15
4,19,8,15
4,20,9,5
4,21,3,7
4,22,4,4
4,23,8,15
5,0,3,1
5,1,2,0
5,2,2,2
5,3,3,0
5,4,1,2
5,5,1,2
5,6,5,6
5,7,8,3
5,8,8,6
5,9,7,9
5,10,4,5
5,11,3,8
5,12,8,18
5,13,10,10
5,14,6,9
5,15,11,16
5,16,5,15
5,17,7,19
5,18,8,15
5,19,4,5
5,20,5,7
5,21,3,15
5,22,7,11
5,23,9,15
6,0,2,1
6,1,1,0
6,2,2,1
6,3,1,1
6,4,2,2
6,5,2,0
6,6,6,8
6,7,6,2
6,8,6,1
6,9,8,7
6,10,6,4
6,11,5,9
6,12,5,15
6,13,6,17
6,14,6,11
6,15,5,16
6,16,10,13
6,17,7,17
6,18,5,12
6,19,8,13
6,20,2,4
6,21,5,15
6,22,5,14
6,23,4,13
