0,0,1,2
0,1,1,2
0,2,1,2
0,3,2,2
0,4,3,1
0,5,2,1
0,6,3,7
0,7,6,10
0,8,7,1
0,9,3,6
0,10,3,1
0,11,8,8
0,12,14,17
0,13,12,14
0,14,14,16
0,15,10,16
0,16,11,9
0,17,7,9
0,18,4,4
0,19,9,6
0,20,9,2
0,21,9,6
0,22,3,6
0,23,3,4
1,0,1,0
1,1,2,1
1,2,3,0
1,3,2,1
1,4,2,2
1,5,3,2
1,6,7,8
1,7,8,1
1,8,5,7
1,9,4,3
1,10,6,8
1,11,6,9
1,12,5,14
1,13,11,12
1,14,14,19
1,15,7,12
1,16,6,13
1,17,14,9
1,18,4,15
1,19,6,10
1,20,2,9
1,21,5,14
1,22,10,10
1,23,6,15
2,0,3,1
2,1,2,0
2,2,3,2
2,3,1,2
2,4,3,0
2,5,2,1
2,6,6,5
2,7,3,4
2,8,4,9
2,9,3,8
2,10,5,10
2,11,6,5
2,12,12,10
2,13,10,18
2,14,13,15
2,15,12,14
2,16,11,8
2,17,5,16
2,18,9,2
2,19,7,11
2,20,9,14
2,21,6,14
2,22,4,9
2,23,4,11
3,0,1,2
3,1,1,1
3,2,2,2
3,3,2,0
3,4,3,2
3,5,2,2
3,6,7,9
3,7,6,2
3,8,6,9
3,9,7,3
3,10,6,8
3,11,7,4
3,12,11,10
3,13,11,12
3,14,10,12
3,15,7,19
3,16,6,18
3,17,7,15
3,18,5,3
3,19,3,6
3,20,6,15
3,21,8,4
3,22,9,15
3,23,7,8
4,0,3,2
4,1,1,2
4,2,1,2
4,3,1,1
4,4,3,1
4,5,3,1
4,6,4,10
4,7,7,10
4,8,4,3
4,9,4,2
4,10,7,4
4,11,8,6
4,12,13,8
4,13,6,10
4,14,9,16
4,15,14,20
4,16,14,20
4,17,8,12
4,18,5,2
4,19,10,13
4,20,9,12
4,21,4,2
4,22,10,8
4,23,4,3
5,0,1,0
5,1,3,0
5,2,3,2
5,3,3,2
5,4,1,2
5,5,1,2
5,6,8,4
5,7,6,7
5,8,4,4
5,9,8,4
5,10,7,8
5,11,5,5
5,12,15,18
5,13,11,13
5,14,10,15
5,15,10,18
5,16,8,13
5,17,11,20
5,18,2,3
5,19,8,5
5,20,6,2
5,21,3,4
5,22,3,4
5,23,9,10
6,0,2,1
6,1,2,2
6,2,3,0
6,3,2,1
6,4,2,0
6,5,1,1
6,6,8,6
6,7,3,9
6,8,5,10
6,9,8,3
6,10,5,5
6,11,5,3
6,12,10,16
6,13,11,15
6,14,6,17
6,15,11,15
6,16,8,20
6,17,9,11
6,18,6,12
6,19,3,5
6,20,9,5
6,21,4,2
6,22,2,6
6,23,8,8
